Opponent,Resultado,Tm,Opp,W,L,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,Previous_Streak,Previous_Tm,Previous_Opp,Score_Starters_Team,Score_Starters_Opp,Score_Bench_Team,Score_Bench_Opp
14,W,111,104,0,0,17,False,101.77,0.49,17.03,26.1,0.14,97.73,101.77,0.56,13.7,21.5,0.16,111.97,1.0,116.7,126.3,16.75,0.84,-10.12,-1.5
18,W,96,87,1,0,17,False,100.76,0.52,14.98,22.07,0.12,102.01,100.76,0.59,12.73,20.5,0.19,118.76,2.0,107.0,108.0,19.34,8.94,-7.93,-12.85
9,L,102,130,2,2,17,False,100.61,0.5,14.87,22.59,0.11,99.11,100.61,0.58,12.88,19.0,0.18,116.18,-1.0,112.0,103.7,8.95,5.21,-6.07,-6.94
19,W,110,106,2,1,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,105.7,111.0,6.17,10.1,-9.63,-16.43
8,W,125,116,3,1,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,110.3,103.0,2.45,10.91,-10.22,-14.23
0,L,105,123,4,3,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,118.0,114.3,11.59,11.91,-9.78,-11.16
7,L,116,134,4,4,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,106.0,103.0,6.13,12.01,-16.33,-16.86
17,L,101,122,4,5,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,109.7,114.0,0.18,10.71,-13.06,-12.99
10,L,101,104,4,6,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,116.0,109.7,4.52,12.01,-13.56,-14.77
6,L,124,136,4,7,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,112.0,114.7,4.52,12.64,-13.78,-11.47
6,W,131,110,4,6,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-5.0,114.3,117.7,5.43,12.64,-11.43,-11.8
7,W,115,110,5,6,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,112.0,114.7,5.43,12.01,-9.53,-16.28
17,L,120,121,6,8,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-3.0,103.7,115.3,1.55,10.71,-5.81,-11.77
24,W,129,93,6,7,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,115.7,116.0,5.43,16.0,-10.48,-15.65
24,W,117,112,7,7,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,113.3,112.3,5.43,11.06,-10.78,-15.3
12,W,116,106,8,7,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,121.7,105.0,5.43,12.66,-10.28,-7.69
27,L,100,105,9,9,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,116.7,125.0,1.55,-8.31,-7.76,-9.54
27,L,112,114,9,10,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,109.7,119.3,5.43,-5.19,-10.53,-6.85
21,W,124,114,9,9,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,115.0,117.7,10.31,5.36,-9.61,-7.02
25,W,121,106,10,9,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,120.7,100.0,10.31,-4.44,-7.93,-10.02
3,L,118,124,11,11,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,121.7,110.0,5.43,4.46,-10.49,-17.42
24,W,127,117,11,10,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,116.3,108.7,10.31,16.0,-7.9,-14.06
13,L,89,133,12,12,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,113.7,123.0,10.31,10.51,-7.02,-12.96
17,W,121,107,12,11,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,109.7,118.7,10.31,-0.33,-7.47,-12.88
28,W,142,122,13,11,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-7.0,120.7,109.0,5.74,4.66,-7.51,-13.59
4,W,112,107,14,11,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,114.0,104.7,10.31,9.1,-6.23,-17.89
25,W,146,110,15,11,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,122.0,102.3,10.31,4.17,-6.23,-9.86
14,L,113,115,16,13,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,116.7,117.0,10.31,8.4,-6.23,-3.0
5,W,123,104,16,12,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,100.0,108.0,8.68,2.94,-5.06,-12.71
10,L,104,106,17,14,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-4.0,110.0,108.3,10.31,12.01,-5.01,-15.81
14,L,115,116,17,15,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,120.7,116.7,10.31,13.18,-7.47,-4.7
27,W,112,105,17,14,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,113.7,117.0,10.31,1.35,-8.72,-11.78
13,W,129,109,18,14,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,99.7,125.3,10.31,6.46,-10.12,-8.74
2,W,112,85,19,14,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,112.3,112.0,10.31,7.28,-10.12,-6.81
17,W,117,106,20,14,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,114.0,116.7,10.31,10.71,-10.12,-13.2
12,L,95,111,21,16,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,123.0,110.0,10.31,12.66,-7.17,-7.37
24,W,133,100,21,15,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,124.3,107.3,8.68,14.5,-11.48,-13.54
9,W,141,105,22,15,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,103.3,119.3,10.31,5.25,-9.06,-11.66
7,L,113,125,23,17,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,112.7,110.7,10.31,15.76,-9.58,-12.92
6,W,118,108,23,16,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,122.7,117.3,-2.19,3.81,-12.14,-12.28
6,L,120,125,24,18,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,124.3,118.0,10.31,6.04,-7.49,-14.47
4,W,132,112,24,17,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,117.0,105.0,10.31,5.0,-7.49,-13.99
22,L,109,123,25,19,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-3.0,123.7,119.7,10.31,15.32,-7.49,-7.14
27,W,153,124,25,18,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,108.0,108.0,10.31,0.3,-7.49,-9.28
19,L,83,107,26,20,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,108.0,113.0,8.68,10.1,-8.15,-15.0
16,L,117,141,26,21,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-8.0,114.0,133.0,10.31,8.65,-10.87,-14.94
1,L,112,118,26,22,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,106.7,116.3,10.31,15.86,-9.06,-15.98
10,W,110,99,26,21,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,107.3,105.7,7.07,12.01,-12.43,-17.28
25,W,114,113,27,21,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,4.0,128.7,100.0,11.65,0.07,-7.72,-12.49
26,W,138,100,28,21,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,118.7,104.3,10.31,8.19,-7.49,-12.37
12,W,117,106,29,21,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,111.0,110.3,10.31,12.66,-7.94,-7.37
13,L,122,139,30,23,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,108.7,121.7,10.31,11.43,-7.94,-15.56
23,W,93,84,30,22,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,5.0,124.0,103.3,8.68,-0.34,-8.64,-16.88
14,W,96,87,31,22,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,113.0,111.7,10.31,-4.31,-6.57,-9.88
28,W,133,126,32,22,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,125.7,115.7,10.31,0.22,-6.57,-12.78
10,W,127,105,33,22,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,105.0,103.0,8.42,12.01,-8.64,-16.58
15,L,95,106,34,24,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-4.0,97.0,112.0,8.42,5.77,-8.64,-10.31
3,L,106,114,34,25,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,119.0,115.0,8.37,3.75,-12.43,-19.31
18,W,115,92,34,24,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,105.0,106.7,8.37,-13.06,-9.24,-6.7
11,L,114,123,35,26,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,117.3,111.7,10.31,9.8,-6.47,-10.67
11,W,129,102,35,25,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,116.3,115.0,10.31,10.1,-6.63,-10.39
26,W,139,98,36,25,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,124.7,107.7,10.31,1.79,-6.63,-15.38
21,W,103,95,37,25,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,120.7,116.7,10.31,1.59,-5.01,-17.11
0,W,116,103,38,25,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,114.0,118.0,10.31,2.2,-6.63,-18.24
5,L,95,116,39,27,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,111.0,111.7,10.31,9.37,-6.63,-12.32
12,W,112,104,39,26,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,4.0,109.3,107.7,10.31,11.79,-6.63,-13.04
23,W,126,107,40,26,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,114.7,94.7,11.65,-5.15,-6.57,-15.39
2,W,104,91,41,26,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,114.7,100.3,10.31,14.95,-6.63,-7.59
20,L,106,121,42,28,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-4.0,101.7,110.7,10.31,6.06,-6.63,-12.69
15,W,111,88,42,27,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,96.3,110.0,8.42,4.25,-8.64,-12.89
8,W,114,101,43,27,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,115.0,108.0,8.42,-17.02,-6.56,-9.7
19,L,112,119,44,29,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,103.7,112.0,8.42,10.1,-8.64,-9.83
16,W,107,100,44,28,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,115.3,134.7,8.42,8.23,-8.64,-11.05
1,L,92,104,45,30,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-3.0,111.7,120.0,8.42,20.69,-8.44,-10.97
22,L,111,124,45,31,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,117.3,121.7,8.42,15.32,-10.41,-8.71
20,L,108,117,45,32,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,103.0,115.0,8.42,6.06,-10.41,-11.83
25,L,109,111,45,33,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,127.0,109.7,3.84,-8.19,-9.72,-6.03
22,W,113,105,45,32,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,111.3,121.7,8.42,15.32,-13.04,-9.82
23,W,110,100,46,32,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,114.3,93.7,8.42,-11.95,-13.04,-12.91
24,W,135,123,47,32,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,1.0,125.7,109.7,8.42,12.84,-9.78,-16.24
9,W,114,109,48,32,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,2.0,117.3,118.3,8.42,5.25,-12.95,-13.22
13,L,108,124,49,34,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,113.3,127.0,10.31,11.43,-8.45,-13.33
13,L,106,110,49,35,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,119.7,124.0,10.31,11.43,-8.45,-10.94
24,W,105,98,49,34,17,False,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,3.0,131.7,113.3,8.68,12.84,-10.22,-14.34
19,L,92,94,0,2,17,True,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,101.7,110.7,8.68,10.1,-10.22,-9.57
19,L,92,124,0,3,17,True,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-1.0,95.7,106.7,8.68,10.1,-10.22,-9.57
19,L,85,106,0,4,17,True,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-2.0,98.7,112.3,8.68,10.1,-10.89,-9.57
19,L,89,97,0,5,17,True,101.05,0.5,15.63,23.59,0.12,99.62,101.05,0.58,13.1,20.33,0.18,115.64,-3.0,89.7,108.0,8.68,10.1,-10.22,-9.57
1,L,104,108,0,2,18,False,102.03,0.55,11.37,18.0,0.15,111.07,102.03,0.49,13.7,22.5,0.2,103.4,9.0,120.0,113.3,5.6,20.04,-12.4,-17.51
0,W,126,120,0,1,18,False,101.48,0.58,11.89,15.53,0.14,114.66,101.48,0.5,14.53,22.77,0.17,102.5,3.0,119.7,109.7,4.0,13.55,-11.9,-10.34
5,W,109,91,1,2,18,False,102.74,0.57,12.42,16.04,0.16,111.61,102.74,0.5,13.54,23.02,0.17,103.93,3.0,102.3,89.0,9.21,16.97,-13.74,-13.35
5,L,89,95,2,4,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,105.7,93.0,3.81,13.85,-11.19,-11.47
16,L,105,110,2,5,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,106.0,113.0,3.81,8.23,-14.23,-9.13
12,W,111,97,2,4,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-3.0,113.0,111.0,9.21,20.34,-13.61,-10.69
25,W,126,105,3,4,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,114.3,110.7,9.21,1.76,-13.61,-11.51
4,W,129,107,4,4,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,120.0,115.0,9.21,9.52,-13.76,-13.38
1,L,98,114,5,6,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,114.7,110.3,3.81,20.69,-11.06,-15.47
0,W,116,114,5,5,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,124.0,120.0,3.81,11.91,-13.2,-10.78
28,W,120,99,6,5,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,4.0,112.7,111.3,2.94,4.66,-9.87,-10.98
4,W,122,108,7,5,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,118.3,107.0,8.33,9.52,-15.4,-9.52
17,L,100,117,8,7,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,121.3,119.7,9.21,10.71,-14.43,-11.55
15,W,100,98,8,6,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,101.7,102.7,9.21,4.27,-13.14,-13.6
22,L,113,116,9,8,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,103.7,104.7,9.21,8.24,-13.14,-10.5
4,W,115,91,9,7,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,118.7,109.0,9.21,12.42,-13.14,-12.29
8,W,118,112,10,7,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,126.0,108.7,9.21,8.99,-13.14,-5.81
26,W,119,106,11,7,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-4.0,116.3,118.7,9.21,11.75,-13.14,-12.97
16,L,122,146,12,9,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,105.0,110.0,9.21,8.23,-14.63,-14.99
1,L,123,133,12,10,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,111.0,117.0,8.33,20.69,-12.66,-15.38
26,W,136,130,12,9,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,118.7,118.0,3.05,11.75,-13.85,-13.55
27,L,113,117,13,11,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,112.3,113.0,3.05,-0.67,-11.2,-11.66
22,W,139,122,13,10,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,103.3,105.0,3.05,15.32,-12.36,-12.84
12,L,122,144,14,12,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,111.3,112.3,3.05,12.66,-12.45,-11.76
13,W,114,109,14,11,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,116.7,119.7,3.05,10.51,-12.62,-12.8
2,W,121,102,15,11,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,7.0,127.0,115.3,5.89,11.89,-12.93,-9.53
16,L,111,130,16,13,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,111.3,122.3,5.89,8.23,-11.55,-14.94
16,W,129,122,16,12,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,112.7,128.7,5.89,8.23,-12.84,-14.94
19,L,120,129,17,14,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,129.0,130.3,5.89,10.1,-11.49,-13.94
20,L,108,117,17,15,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-3.0,107.7,103.7,5.89,-1.4,-11.49,-10.3
11,L,126,140,17,16,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,131.0,127.7,0.5,7.01,-18.6,-9.0
17,W,112,106,17,15,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,118.0,121.3,4.21,10.71,-16.6,-13.2
3,W,116,100,18,15,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,119.7,109.7,4.21,0.85,-14.24,-18.31
21,W,128,92,19,15,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,109.3,111.7,4.21,18.2,-14.94,-18.38
28,W,121,105,20,15,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,117.7,105.7,4.21,4.66,-14.94,-11.18
23,W,112,84,21,15,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,126.7,112.3,4.21,2.18,-13.81,-11.54
6,L,124,128,22,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-4.0,109.3,108.0,4.21,3.81,-15.14,-13.23
14,W,106,94,22,16,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,116.3,120.0,-3.0,-7.95,-11.13,-1.56
20,L,94,98,23,18,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,105.3,108.7,-3.0,-10.5,-9.3,-5.21
10,W,109,94,23,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,120.3,102.0,4.21,12.01,-13.81,-15.98
28,W,113,109,24,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,4.0,119.7,104.3,4.21,5.32,-14.64,-12.48
26,W,126,100,25,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,123.7,120.3,4.21,7.5,-15.27,-9.89
2,W,108,103,26,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,129.0,108.7,1.37,7.28,-13.98,-1.33
7,W,122,84,27,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,112.3,115.0,1.37,15.76,-13.98,-13.23
15,W,125,109,28,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,101.3,99.0,4.21,13.75,-15.27,-8.82
4,W,113,92,29,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,122.0,102.0,-3.0,3.43,-15.64,-18.06
27,W,118,103,30,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,119.0,116.0,-3.0,0.3,-21.29,-9.28
11,W,109,105,31,17,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-3.0,133.3,136.7,-3.0,10.83,-22.68,-10.82
13,L,105,113,32,19,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,116.3,115.3,-3.0,11.43,-22.68,-13.51
14,W,123,113,32,18,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,113.7,112.0,-3.0,-12.76,-22.45,-10.96
6,L,108,122,33,20,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,115.0,125.0,-10.22,11.38,-10.9,-12.26
11,L,111,125,33,21,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,9.0,123.7,128.7,-5.76,10.1,-8.81,-10.4
10,L,103,105,33,22,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,118.0,99.0,-5.84,7.43,-11.92,-17.99
20,L,100,118,33,23,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,102.7,108.7,-1.82,-1.48,-14.8,-14.74
21,W,110,96,33,22,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,114.7,102.7,-3.0,6.19,-13.88,-13.9
1,L,102,116,34,24,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,108.3,118.3,-3.0,20.69,-8.48,-12.35
8,W,113,111,34,23,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,125.0,108.7,-3.0,4.99,-13.88,-11.21
